cardIdentifier,name,printings_identifier,printings_rarity,printings_set,pitch,typeText,subtypes,types
apocalypse-automaton-red,Apocalypse Automaton (Red),FAB175,Promo,Promos,1,Mechanologist Action - Attack,Attack,Action
aqua-laps,Aqua Laps,MST070,Common,Part The Mistveil,,Mystic Equipment - Legs,Legs,Equipment
aqua-laps,Aqua Laps,LGS277,Promo,Promos,,Mystic Equipment - Legs,Legs,Equipment
aqua-seeing-shell,Aqua Seeing Shell,MST067,Common,Part The Mistveil,,Mystic Equipment - Head,Head,Equipment
aqua-seeing-shell,Aqua Seeing Shell,NUU003,Common,Nuu Blitz Deck,,Mystic Equipment - Head,Head,Equipment
aqua-seeing-shell,Aqua Seeing Shell,LGS274,Promo,Promos,,Mystic Equipment - Head,Head,Equipment
arakni,Arakni,HNT264,Marvel,The Hunted,,Assassin Hero - Young,Young,Hero
arakni,Arakni,ARK001,Rare,Arakni Blitz Deck ARK,,Assassin Hero - Young,Young,Hero
arakni,Arakni,DYN114,Rare,Dynasty,,Assassin Hero - Young,Young,Hero
arakni,Arakni,HER073,Promo,Promos,,Assassin Hero - Young,Young,Hero
arakni-5lp3d-7hru-7h3-cr4x,"Arakni, 5L!p3d 7hRu 7h3 cR4X",AAC001,Majestic,Armory Deck Arakni,,Chaos Assassin Hero,,Hero
arakni-5lp3d-7hru-7h3-cr4x,"Arakni, 5L!p3d 7hRu 7h3 cR4X",HNT261,Marvel,The Hunted,,Chaos Assassin Hero,,Hero
arakni-5lp3d-7hru-7h3-cr4x,"Arakni, 5L!p3d 7hRu 7h3 cR4X",WIN042,Promo,Promos,,Chaos Assassin Hero,,Hero
arakni-5lp3d-7hru-7h3-cr4x,"Arakni, 5L!p3d 7hRu 7h3 cR4X",HER131,Promo,Promos,,Chaos Assassin Hero,,Hero
arakni-5lp3d-7hru-7h3-cr4x,"Arakni, 5L!p3d 7hRu 7h3 cR4X",HER130,Promo,Promos,,Chaos Assassin Hero,,Hero
arakni-black-widow,"Arakni, Black Widow",SAR034,Basic,Arakni Silver Age Deck,,Chaos Assassin Demi-Hero,,DemiHero
arakni-black-widow,"Arakni, Black Widow",HNT003,Token,The Hunted,,Chaos Assassin Demi-Hero,,DemiHero
arakni-black-widow,"Arakni, Black Widow",HNT003,Marvel,The Hunted,,Chaos Assassin Demi-Hero,,DemiHero
arakni-black-widow,"Arakni, Black Widow",WOD027,Token,Arakni Web Of Deceit Blitz Deck,,Chaos Assassin Demi-Hero,,DemiHero
arakni-black-widow,"Arakni, Black Widow",LGS376,Promo,Promos,,Chaos Assassin Demi-Hero,,DemiHero
arakni-funnel-web,"Arakni, Funnel Web",SAR035,Basic,Arakni Silver Age Deck,,Chaos Assassin Demi-Hero,,DemiHero
arakni-funnel-web,"Arakni, Funnel Web",HNT004,Token,The Hunted,,Chaos Assassin Demi-Hero,,DemiHero
arakni-funnel-web,"Arakni, Funnel Web",HNT004,Marvel,The Hunted,,Chaos Assassin Demi-Hero,,DemiHero
arakni-funnel-web,"Arakni, Funnel Web",WOD028,Token,Arakni Web Of Deceit Blitz Deck,,Chaos Assassin Demi-Hero,,DemiHero
arakni-funnel-web,"Arakni, Funnel Web",LGS377,Promo,Promos,,Chaos Assassin Demi-Hero,,DemiHero
arakni-huntsman,"Arakni, Huntsman",HNT263,Marvel,The Hunted,,Assassin Hero,,Hero
arakni-huntsman,"Arakni, Huntsman",DYN113,Majestic,Dynasty,,Assassin Hero,,Hero
arakni-huntsman,"Arakni, Huntsman",HER074,Promo,Promos,,Assassin Hero,,Hero
arakni-huntsman,"Arakni, Huntsman",WIN020,Promo,Promos,,Assassin Hero,,Hero
arakni-marionette,"Arakni, Marionette",HNT001,Majestic,The Hunted,,Chaos Assassin Hero,,Hero
arakni-marionette,"Arakni, Marionette",HNT001,Marvel,The Hunted,,Chaos Assassin Hero,,Hero
arakni-marionette,"Arakni, Marionette",WIN043,Promo,Promos,,Chaos Assassin Hero,,Hero
arakni-marionette,"Arakni, Marionette",HER132,Promo,Promos,,Chaos Assassin Hero,,Hero
arakni-orb-weaver,"Arakni, Orb-Weaver",SAR036,Basic,Arakni Silver Age Deck,,Chaos Assassin Demi-Hero,,DemiHero
arakni-orb-weaver,"Arakni, Orb-Weaver",HNT005,Token,The Hunted,,Chaos Assassin Demi-Hero,,DemiHero
arakni-orb-weaver,"Arakni, Orb-Weaver",HNT005,Marvel,The Hunted,,Chaos Assassin Demi-Hero,,DemiHero
arakni-orb-weaver,"Arakni, Orb-Weaver",WOD029,Token,Arakni Web Of Deceit Blitz Deck,,Chaos Assassin Demi-Hero,,DemiHero
arakni-orb-weaver,"Arakni, Orb-Weaver",LGS378,Promo,Promos,,Chaos Assassin Demi-Hero,,DemiHero
arakni-redback,"Arakni, Redback",SAR037,Basic,Arakni Silver Age Deck,,Chaos Assassin Demi-Hero,,DemiHero
arakni-redback,"Arakni, Redback",HNT006,Token,The Hunted,,Chaos Assassin Demi-Hero,,DemiHero
arakni-redback,"Arakni, Redback",HNT006,Marvel,The Hunted,,Chaos Assassin Demi-Hero,,DemiHero
arakni-redback,"Arakni, Redback",WOD030,Token,Arakni Web Of Deceit Blitz Deck,,Chaos Assassin Demi-Hero,,DemiHero
arakni-redback,"Arakni, Redback",LGS379,Promo,Promos,,Chaos Assassin Demi-Hero,,DemiHero
arakni-solitary-confinement,"Arakni, Solitary Confinement",HNT262,Marvel,The Hunted,,Assassin Hero - Young,Young,Hero
arakni-solitary-confinement,"Arakni, Solitary Confinement",OUT003,Token,Outsiders,,Assassin Hero - Young,Young,Hero
arakni-solitary-confinement,"Arakni, Solitary Confinement",ARA001,Common,Arakni Blitz Deck,,Assassin Hero - Young,Young,Hero
arakni-solitary-confinement,"Arakni, Solitary Confinement",HER079,Promo,Promos,,Assassin Hero - Young,Young,Hero
arakni-solitary-confinement,"Arakni, Solitary Confinement",HER082,Promo,Promos,,Assassin Hero - Young,Young,Hero
arakni-tarantula,"Arakni, Tarantula",SAR038,Basic,Arakni Silver Age Deck,,Chaos Assassin Demi-Hero,,DemiHero
arakni-tarantula,"Arakni, Tarantula",HNT007,Token,The Hunted,,Chaos Assassin Demi-Hero,,DemiHero
arakni-tarantula,"Arakni, Tarantula",HNT007,Marvel,The Hunted,,Chaos Assassin Demi-Hero,,DemiHero
arakni-tarantula,"Arakni, Tarantula",WOD031,Token,Arakni Web Of Deceit Blitz Deck,,Chaos Assassin Demi-Hero,,DemiHero
arakni-tarantula,"Arakni, Tarantula",LGS380,Promo,Promos,,Chaos Assassin Demi-Hero,,DemiHero
arakni-trap-door,"Arakni, Trap-Door",SAR039,Basic,Arakni Silver Age Deck,,Chaos Assassin Demi-Hero,,DemiHero
arakni-trap-door,"Arakni, Trap-Door",HNT008,Token,The Hunted,,Chaos Assassin Demi-Hero,,DemiHero
arakni-trap-door,"Arakni, Trap-Door",HNT008,Marvel,The Hunted,,Chaos Assassin Demi-Hero,,DemiHero
arakni-trap-door,"Arakni, Trap-Door",WOD032,Token,Arakni Web Of Deceit Blitz Deck,,Chaos Assassin Demi-Hero,,DemiHero
arakni-trap-door,"Arakni, Trap-Door",LGS381,Promo,Promos,,Chaos Assassin Demi-Hero,,DemiHero
arakni-web-of-deceit,"Arakni, Web of Deceit",SAR001,Rare,Arakni Silver Age Deck,,Chaos Assassin Hero - Young,Young,Hero
arakni-web-of-deceit,"Arakni, Web of Deceit",HNT002,Token,The Hunted,,Chaos Assassin Hero - Young,Young,Hero
arakni-web-of-deceit,"Arakni, Web of Deceit",HNT002,Marvel,The Hunted,,Chaos Assassin Hero - Young,Young,Hero
arakni-web-of-deceit,"Arakni, Web of Deceit",WOD001,Rare,Arakni Web Of Deceit Blitz Deck,,Chaos Assassin Hero - Young,Young,Hero
arc-bending-red,Arc Bending (Red),PEN202,Rare,Compendium Of Rathe,1,Elemental Ranger Action - Arrow Attack,Arrow; Attack,Action
arc-light-sentinel-yellow,Arc Light Sentinel (Yellow),APR016,Majestic,Armory Deck Legends Prism,2,Light Illusionist Instant - Aura,Aura,Instant
arc-light-sentinel-yellow,Arc Light Sentinel (Yellow),MON005,Majestic,Monarch,2,Light Illusionist Instant - Aura,Aura,Instant
arc-light-sentinel-yellow,Arc Light Sentinel (Yellow),JDG011,Promo,Promos,2,Light Illusionist Instant - Aura,Aura,Instant
arc-lightning-yellow,Arc Lightning (Yellow),AST022,Majestic,Armory Deck Aurora,2,Lightning Runeblade Action,NonAttack,Action
arc-lightning-yellow,Arc Lightning (Yellow),ROS010,Majestic,Rosetta,2,Lightning Runeblade Action,NonAttack,Action
arc-lightning-yellow,Arc Lightning (Yellow),FAB268,Promo,Promos,2,Lightning Runeblade Action,NonAttack,Action
arc-ramp-red,Arc Ramp (Red),OMN100,Rare,Omens Of The Third Age,1,Lightning Wizard Action,NonAttack,Action
arc-ramp-yellow,Arc Ramp (Yellow),OMN101,Rare,Omens Of The Third Age,2,Lightning Wizard Action,NonAttack,Action
arc-ramp-blue,Arc Ramp (Blue),OMN102,Rare,Omens Of The Third Age,3,Lightning Wizard Action,NonAttack,Action
arcane-compliance-blue,Arcane Compliance (Blue),SEA261,Majestic,High Seas,3,Generic Instant,,Instant
arcane-cussing-red,Arcane Cussing (Red),ROS152,Common,Rosetta,1,Runeblade Action - Aura,Aura; NonAttack,Action
arcane-cussing-red,Arcane Cussing (Red),FLR012,Common,Florian Blitz Deck,1,Runeblade Action - Aura,Aura; NonAttack,Action
arcane-cussing-yellow,Arcane Cussing (Yellow),ROS153,Common,Rosetta,2,Runeblade Action - Aura,Aura; NonAttack,Action
arcane-cussing-yellow,Arcane Cussing (Yellow),FLR018,Common,Florian Blitz Deck,2,Runeblade Action - Aura,Aura; NonAttack,Action
arcane-cussing-blue,Arcane Cussing (Blue),ROS154,Common,Rosetta,3,Runeblade Action - Aura,Aura; NonAttack,Action
arcane-cussing-blue,Arcane Cussing (Blue),FLR024,Common,Florian Blitz Deck,3,Runeblade Action - Aura,Aura; NonAttack,Action
arcane-lantern,Arcane Lantern,SLY003,Rare,Lyath Silver Age Deck,,Generic Equipment - Off-Hand,OffHand,Equipment
arcane-lantern,Arcane Lantern,EVR155,Rare,Everfest,,Generic Equipment - Off-Hand,OffHand,Equipment
arcane-lantern,Arcane Lantern,FAB146,Promo,Promos,,Generic Equipment - Off-Hand,OffHand,Equipment
arcane-polarity-red,Arcane Polarity (Red),SBA030,Common,Briar Silver Age Deck,1,Generic Instant,,Instant
arcane-polarity-red,Arcane Polarity (Red),SBZ020,Common,Blaze Silver Age Deck,1,Generic Instant,,Instant
arcane-polarity-red,Arcane Polarity (Red),SFA028,Common,Fai Silver Age Deck,1,Generic Instant,,Instant
arcane-polarity-red,Arcane Polarity (Red),ROS231,Common,Rosetta,1,Generic Instant,,Instant
arcane-polarity-red,Arcane Polarity (Red),LGS458,Promo,Promos,1,Generic Instant,,Instant
arcane-polarity-yellow,Arcane Polarity (Yellow),ROS232,Common,Rosetta,2,Generic Instant,,Instant
arcane-polarity-blue,Arcane Polarity (Blue),ROS233,Common,Rosetta,3,Generic Instant,,Instant
arcane-seeds--life-red,Arcane Seeds // Life (Red),SBA024,Rare,Briar Silver Age Deck,1,Runeblade Action // Earth Instant,NonAttack,Action; Instant
arcane-seeds--life-red,Arcane Seeds // Life (Red),ROS006,Rare,Rosetta,1,Runeblade Action // Earth Instant,NonAttack,Action; Instant
arcane-seeds--life-red,Arcane Seeds // Life (Red),FLR013,Rare,Florian Blitz Deck,1,Runeblade Action // Earth Instant,NonAttack,Action; Instant
arcane-seeds--life-red,Arcane Seeds // Life (Red),LGS350,Promo,Promos,1,Runeblade Action // Earth Instant,NonAttack,Action; Instant
arcane-twining-red,Arcane Twining (Red),ROS186,Common,Rosetta,1,Wizard Action,NonAttack,Action
arcane-twining-red,Arcane Twining (Red),OSC012,Common,Oscilio Blitz Deck,1,Wizard Action,NonAttack,Action
arcane-twining-yellow,Arcane Twining (Yellow),ROS187,Common,Rosetta,2,Wizard Action,NonAttack,Action
arcane-twining-blue,Arcane Twining (Blue),SBZ026,Common,Blaze Silver Age Deck,3,Wizard Action,NonAttack,Action
arcane-twining-blue,Arcane Twining (Blue),SIY022,Common,Iyslander Silver Age Deck,3,Wizard Action,NonAttack,Action
arcane-twining-blue,Arcane Twining (Blue),ROS188,Common,Rosetta,3,Wizard Action,NonAttack,Action
arcane-twining-blue,Arcane Twining (Blue),VER023,Common,Verdance Blitz Deck,3,Wizard Action,NonAttack,Action
arcanic-crackle-red,Arcanic Crackle (Red),AST007,Common,Armory Deck Aurora,1,Runeblade Action - Attack,Attack,Action
arcanic-crackle-red,Arcanic Crackle (Red),MON235,Common,Monarch,1,Runeblade Action - Attack,Attack,Action
arcanic-crackle-yellow,Arcanic Crackle (Yellow),MON236,Common,Monarch,2,Runeblade Action - Attack,Attack,Action
arcanic-crackle-blue,Arcanic Crackle (Blue),AST024,Common,Armory Deck Aurora,3,Runeblade Action - Attack,Attack,Action
arcanic-crackle-blue,Arcanic Crackle (Blue),MON237,Common,Monarch,3,Runeblade Action - Attack,Attack,Action
arcanic-crackle-blue,Arcanic Crackle (Blue),CHN027,Common,Chane Blitz Deck,3,Runeblade Action - Attack,Attack,Action
arcanic-cunning-red,Arcanic Cunning (Red),OMN088,Rare,Omens Of The Third Age,1,Runeblade Action - Attack,Attack,Action
arcanic-cunning-yellow,Arcanic Cunning (Yellow),OMN089,Rare,Omens Of The Third Age,2,Runeblade Action - Attack,Attack,Action
arcanic-cunning-blue,Arcanic Cunning (Blue),OMN090,Rare,Omens Of The Third Age,3,Runeblade Action - Attack,Attack,Action
arcanic-reproach-blue,Arcanic Reproach (Blue),OMN052,Majestic,Omens Of The Third Age,3,Lightning Runeblade Instant - Aura,Aura,Instant
arcanic-shockwave-red,Arcanic Shockwave (Red),SBA011,Common,Briar Silver Age Deck,1,Elemental Runeblade Action - Attack,Attack,Action
arcanic-shockwave-red,Arcanic Shockwave (Red),AST008,Common,Armory Deck Aurora,1,Elemental Runeblade Action - Attack,Attack,Action
arcanic-shockwave-red,Arcanic Shockwave (Red),ELE073,Common,Tales Of Aria,1,Elemental Runeblade Action - Attack,Attack,Action
arcanic-shockwave-red,Arcanic Shockwave (Red),LGS079,Promo,Promos,1,Elemental Runeblade Action - Attack,Attack,Action
arcanic-shockwave-yellow,Arcanic Shockwave (Yellow),ELE074,Common,Tales Of Aria,2,Elemental Runeblade Action - Attack,Attack,Action
arcanic-shockwave-blue,Arcanic Shockwave (Blue),ELE075,Common,Tales Of Aria,3,Elemental Runeblade Action - Attack,Attack,Action
arcanic-spike-red,Arcanic Spike (Red),ROS134,Common,Rosetta,1,Runeblade Action - Attack,Attack,Action
arcanic-spike-yellow,Arcanic Spike (Yellow),ROS135,Common,Rosetta,2,Runeblade Action - Attack,Attack,Action
arcanic-spike-blue,Arcanic Spike (Blue),ROS136,Common,Rosetta,3,Runeblade Action - Attack,Attack,Action
arcanite-fortress,Arcanite Fortress,ROS211,Legendary,Rosetta,,Generic Equipment - Chest,Chest,Equipment
arcanite-fortress,Arcanite Fortress,FAB254,Promo,Promos,,Generic Equipment - Chest,Chest,Equipment
arcanite-skullcap,Arcanite Skullcap,EVR154,Legendary,Everfest,,Generic Equipment - Head,Head,Equipment
arcanite-skullcap,Arcanite Skullcap,ARC150,Legendary,Arcane Rising,,Generic Equipment - Head,Head,Equipment
arcanite-skullcap,Arcanite Skullcap,FAB007,Promo,Promos,,Generic Equipment - Head,Head,Equipment
arcbane-grasp-blue,Arcbane Grasp (Blue),OMN236,Majestic,Omens Of The Third Age,3,Mechanologist Instant Equipment - Evo Base Arms,Arms; Base; Evo,Equipment; Instant
arctic-incarceration-red,Arctic Incarceration (Red),UPR144,Common,Uprising,1,Ice Action,NonAttack,Action
arctic-incarceration-yellow,Arctic Incarceration (Yellow),UPR145,Common,Uprising,2,Ice Action,NonAttack,Action
arctic-incarceration-blue,Arctic Incarceration (Blue),UPR146,Common,Uprising,3,Ice Action,NonAttack,Action
argh-smash-yellow,Smash! (Yellow),CRU009,Majestic,Crucible Of War,2,Brute Action,NonAttack,Action
arknight-ascendancy-red,Arknight Ascendancy (Red),AVS008,Majestic,Armory Deck Legends Viserai,1,Runeblade Action - Attack,Attack,Action
arknight-ascendancy-red,Arknight Ascendancy (Red),1HP265,Majestic,History Pack 1,1,Runeblade Action - Attack,Attack,Action
arknight-ascendancy-red,Arknight Ascendancy (Red),ARC080,Majestic,Arcane Rising,1,Runeblade Action - Attack,Attack,Action
arknight-shard-blue,Arknight Shard (Blue),CRU000,Fabled,Crucible Of War,3,Runeblade Resource - Gem,Gem,Resource
arousing-wave,Arousing Wave,MST006,Common,Part The Mistveil,,Mystic Assassin Equipment - Arms,Arms,Equipment
arousing-wave,Arousing Wave,NUU005,Common,Nuu Blitz Deck,,Mystic Assassin Equipment - Arms,Arms,Equipment
arousing-wave,Arousing Wave,LGS269,Promo,Promos,,Mystic Assassin Equipment - Arms,Arms,Equipment
arrogant-showboating-blue,Arrogant Showboating (Blue),SUP096,Rare,Super Slam,3,Reviled Instant,,Instant
art-of-desire-body-red,Art of Desire: Body (Red),SAR010,Rare,Arakni Silver Age Deck,1,Assassin Action - Attack,Attack,Action
art-of-desire-body-red,Art of Desire: Body (Red),AAC008,Rare,Armory Deck Arakni,1,Assassin Action - Attack,Attack,Action
art-of-desire-body-red,Art of Desire: Body (Red),MST106,Rare,Part The Mistveil,1,Assassin Action - Attack,Attack,Action
art-of-desire-body-red,Art of Desire: Body (Red),NUU007,Rare,Nuu Blitz Deck,1,Assassin Action - Attack,Attack,Action
art-of-desire-mind-blue,Art of Desire: Mind (Blue),SAR028,Rare,Arakni Silver Age Deck,3,Assassin Action - Attack,Attack,Action
art-of-desire-mind-blue,Art of Desire: Mind (Blue),MST108,Rare,Part The Mistveil,3,Assassin Action - Attack,Attack,Action
art-of-desire-soul-yellow,Art of Desire: Soul (Yellow),MST107,Rare,Part The Mistveil,2,Assassin Action - Attack,Attack,Action
art-of-the-dragon-blood-red,Art of the Dragon: Blood (Red),HNT071,Majestic,The Hunted,1,Ninja Action - Attack,Attack,Action
art-of-the-dragon-blood-red,Art of the Dragon: Blood (Red),FAB307,Promo,Promos,1,Ninja Action - Attack,Attack,Action
art-of-the-dragon-claw-red,Art of the Dragon: Claw (Red),HNT074,Rare,The Hunted,1,Ninja Action - Attack,Attack,Action
art-of-the-dragon-claw-red,Art of the Dragon: Claw (Red),FAB308,Promo,Promos,1,Ninja Action - Attack,Attack,Action
art-of-the-dragon-fire-red,Art of the Dragon: Fire (Red),SFA010,Rare,Fai Silver Age Deck,1,Ninja Action - Attack,Attack,Action
art-of-the-dragon-fire-red,Art of the Dragon: Fire (Red),HNT075,Rare,The Hunted,1,Ninja Action - Attack,Attack,Action
art-of-the-dragon-fire-red,Art of the Dragon: Fire (Red),CIN007,Rare,Cindra Blitz Deck,1,Ninja Action - Attack,Attack,Action
art-of-the-dragon-fire-red,Art of the Dragon: Fire (Red),FAB309,Promo,Promos,1,Ninja Action - Attack,Attack,Action
art-of-the-dragon-scale-red,Art of the Dragon: Scale (Red),HNT076,Rare,The Hunted,1,Ninja Action - Attack,Attack,Action
art-of-the-dragon-scale-red,Art of the Dragon: Scale (Red),FAB310,Promo,Promos,1,Ninja Action - Attack,Attack,Action
art-of-the-phoenix-war-red,Art of the Phoenix: War (Red),PEN254,Majestic,Compendium Of Rathe,1,Draconic Instant,,Instant
art-of-war-yellow,Art of War (Yellow),1HP366,Majestic,History Pack 1,2,Generic Instant,,Instant
art-of-war-yellow,Art of War (Yellow),ARC160,Majestic,Arcane Rising,2,Generic Instant,,Instant
art-of-war-yellow,Art of War (Yellow),JDG015,Promo,Promos,2,Generic Instant,,Instant
ash,Ash,UPR043,Token,Uprising,,Draconic Illusionist Token - Ash,Ash,Token
ash,Ash,UPR043,Common,Uprising,,Draconic Illusionist Token - Ash,Ash,Token
ash,Ash,UPR043,Marvel,Uprising,,Draconic Illusionist Token - Ash,Ash,Token
ash,Ash,DRO002,Token,Dromai Blitz Deck,,Draconic Illusionist Token - Ash,Ash,Token
asking-for-trouble-yellow,Asking for Trouble (Yellow),SUP140,Rare,Super Slam,2,Brute Block,,Block
aspect-of-tiger-body-red,Aspect of Tiger: Body (Red),MST164,Rare,Part The Mistveil,1,Ninja Action - Attack,Attack,Action
aspect-of-tiger-mind-blue,Aspect of Tiger: Mind (Blue),MST166,Rare,Part The Mistveil,3,Ninja Action - Attack,Attack,Action
aspect-of-tiger-mind-blue,Aspect of Tiger: Mind (Blue),ZEN019,Rare,Zen Blitz Deck,3,Ninja Action - Attack,Attack,Action
aspect-of-tiger-soul-yellow,Aspect of Tiger: Soul (Yellow),MST165,Rare,Part The Mistveil,2,Ninja Action - Attack,Attack,Action
assault-and-battery-red,Assault and Battery (Red),ARR007,Common,Armory Deck Rhinar,1,Brute Action - Attack,Attack,Action
assault-and-battery-red,Assault and Battery (Red),HVY026,Common,Heavy Hitters,1,Brute Action - Attack,Attack,Action
assault-and-battery-red,Assault and Battery (Red),RHI009,Common,Rhinar Blitz Deck,1,Brute Action - Attack,Attack,Action
assault-and-battery-yellow,Assault and Battery (Yellow),ARR016,Common,Armory Deck Rhinar,2,Brute Action - Attack,Attack,Action
assault-and-battery-yellow,Assault and Battery (Yellow),HVY027,Common,Heavy Hitters,2,Brute Action - Attack,Attack,Action
assault-and-battery-blue,Assault and Battery (Blue),AKO018,Common,Armory Deck Kayo,3,Brute Action - Attack,Attack,Action
assault-and-battery-blue,Assault and Battery (Blue),HVY028,Common,Heavy Hitters,3,Brute Action - Attack,Attack,Action
assault-and-battery-blue,Assault and Battery (Blue),RHI021,Common,Rhinar Blitz Deck,3,Brute Action - Attack,Attack,Action
assembly-module-blue,Assembly Module (Blue),PEN067,Rare,Compendium Of Rathe,3,Mechanologist Action - Item,Item; NonAttack,Action
astral-assault-red,Astral Assault (Red),OMN160,Common,Omens Of The Third Age,1,Lightning Action - Attack,Attack,Action
astral-assault-yellow,Astral Assault (Yellow),OMN161,Common,Omens Of The Third Age,2,Lightning Action - Attack,Attack,Action
